"","Method","Index","Date","Loc","SVL","Mass","Microhabitat","Pads","Color","Eggs","Recap","PIT_ID","Stage","Underground","tran2017","newindex"
"239","Plot",77,"21-Jul-16","A","45.6","","L.L.","Y","DY","N","N","ID-982000406563295","M","N","NO",239
"240","Plot",57,"3-Jul-16","A","46","","L.L.","Y","Y","N","R","ID-982000406562538","M","N","NO",240
"241","Plot",433,"21-Jul-16","C","46.3","","L.L.","Y","Y","N","N","ID-900118001079196","M","N","NO",241
"242","Plot",458,"27-Apr-16","E","46.5","12","L.L","Y","Y","N","N","ID-982000406562652","M","N","NO",242
"243","Plot",20,"22-May-16","A","46.9","","L.L.","Y","Y","N","N","ID-982000406562814","M","N","NO",243
"244","Plot",141,"7-May-16","B","47.1","10.6","L.L.","Y","Y","N","N","ID-982000406562714","M","N","NO",244
"245","Plot",386,"8-May-16","C","47.1","10.5","L.L.","Y","Y","N","N","ID-982000406562628","M","N","NO",245
"246","Plot",400,"11-Jun-16","C","47.2","Peed","L.L.","Y","Y","N","R","ID-982000406562628","M","N","NO",246
"247","Plot",11,"26-Apr-16","A","48.2","11.2","L.L.","Y","Y","N","N","ID-982000406562701","M","N","NO",247
"248","Plot",419,"5-Jul-16","C","48.3","","L.L.","Y","Y","N","R","ID-982000406562649","M","N","NO",248
"249","Plot",1,"26-Apr-16","A","48.9","13.5","L.L.","Y","Y","N","N","ID-982000406562715","M","N","NO",249
"250","Plot",74,"21-Jul-16","A","49.4","","L.L.","Y","DY","N","N","ID-900118001081251","M","N","NO",250
"251","Plot",210,"24-Jun-16","B","49.5","","L.L.","Y","Y","N","R","ID-982000406255129","M","N","NO",251
"252","Plot",37,"9-Jun-16","A","49.7","","L.L.","Y","Y","N","R","ID-982000406562715","M","N","NO",252
"253","Plot",132,"7-May-16","B","49.8","12.8","L.L.","Y","DY","N","N","ID-982000406562703","M","N","NO",253
"254","Plot",498,"17-Jul-16","E","50.3","","L.L.","Y","Y","N","R","ID-982000406562660","M","N","NO",254
"255","Plot",250,"6-Jul-16","B","50.5","","L.L.","Y","Y","N","N","ID-900118001079885","M","N","NO",255
"256","Plot",58,"3-Jul-16","A","50.7","","L.L.","Y","Y","N","R","ID-982000406562774","M","N","NO",256
"257","Plot",492,"25-Jun-16","E","51","","L.L.","Y","Y","N","R","ID-982000406562660","M","N","NO",257
"258","Plot",464,"13-May-16","E","51.4","14.5","L.L.","Y","Y","N","N","ID-982000406562716","M","N","NO",258
"259","Plot",466,"13-May-16","E","51.5","14","L.L.","Y","Y","N","N","ID-982000406562758","M","N","NO",259
"260","Plot",500,"17-Jul-16","E","52.7","","L.L.","Y","Y","N","R","ID-982000406562716","M","N","NO",260
"261","Plot",29,"9-Jun-16","A","53.3","","L.L.","Y","Y","N","N","ID-982000406562774","M","N","NO",261
"262","Plot",14,"6-May-16","A","59.6","20.8","L.L.","Y","Y","N","N","ID-982000406562639","M","N","NO",262
"263","Plot",392,"23-May-16","C",NA,"","L.L.","Y","Y","N","R","ID-982000406562628","M","N","NO",263
"264","Plot",478,"2-Jun-16","E",NA,"","L.L.","Y","Y","N","R","ID-982000406562758","M","N","NO",264
"265","Plot",480,"2-Jun-16","E",NA,"","L.L.","Y","DY","N","R","ID-982000406562660","M","N","NO",265
"266","Plot",481,"2-Jun-16","E",NA,"","L.L.","Y","Y","N","R","ID-982000406562716","M","N","NO",266
"267","Plot",482,"2-Jun-16","E",NA,"","L.L.","Y","Y","N","R","ID-982000406562575","M","N","NO",267
"268","Plot",370,"25-Apr-16","C","21.4","1.2","L.L.","N","G","N","N","ID-982000406255096","SNBA","N","NO",268
"269","Plot",374,"25-Apr-16","C","23.1","1.6","L.L.","N","G","N","N","ID-GOOSLEY-0030","SNBA","N","NO",269
"270","Plot",390,"8-May-16","C","24.7","1.6","L.L.","N","G","N","N","ID-982000406255135","SNBA","N","NO",270
"271","Plot",375,"25-Apr-16","C","24.9","2","L.L.","N","G","N","N","ID-982000406255169","SNBA","N","NO",271
"272","Plot",376,"25-Apr-16","C","25","1.8","L.L.","N","G","N","N","ID-GOOSELEY-0010","SNBA","N","NO",272
"273","Plot",403,"11-Jun-16","C","26.3","Peed","L.L.","N","G","N","R","ID-982000406255096","SNBA","N","NO",273
"274","Plot",401,"11-Jun-16","C","26.6","Peed","L.L.","N","G","N","R","ID-GOOSLEY-0030","SNBA","N","NO",274
"275","Plot",372,"25-Apr-16","C","26.9","2","L.L.","N","G","N","N","ID-GOOSELEY-0002","SNBA","N","NO",275
"276","Plot",13,"26-Apr-16","A","27","2.1","L.L.","N","G","N","N","ID-1000","SNBA","N","NO",276
"277","Plot",383,"8-May-16","C","27","1.9","L.L.","N","G","N","N","ID-982000406255080","SNBA","N","NO",277
"278","Plot",371,"25-Apr-16","C","27.2","2.2","L.L.","N","G","N","N","ID-GOOSELEY-0003","SNBA","N","NO",278
"279","Plot",373,"25-Apr-16","C","27.4","2.2","L.L.","N","G","N","N","ID-GOOSLEY-0040","SNBA","N","NO",279
"280","Plot",415,"5-Jul-16","C","27.7","","L.L.","N","G","N","N","ID-GOOSELEY-0013","SNBA","N","NO",280
"281","Plot",384,"8-May-16","C","28.4","2","L.L.","N","G","N","N","ID-GOOSELEY-0200","SNBA","N","NO",281
"282","Plot",404,"11-Jun-16","C","28.4","Peed","L.L.","N","GY","N","R","ID-982000406255076","SNBA","N","NO",282
"283","Plot",385,"8-May-16","C","28.9","2.1","L.L.","N","G","N","N","ID-GOOSELEY-0021","SNBA","N","NO",283
"284","Plot",166,"21-May-16","B","29","","L.L.","N","G","N","N","ID-FTOWN-0004","SNBA","N","NO",284
"285","Plot",414,"5-Jul-16","C","29.2","","L.L.","N","G","N","N","ID-GOOSELEY-0012","SNBA","N","NO",285
"286","Plot",405,"11-Jun-16","C","29.4","Peed","L.L.","N","G","N","N","ID-GOOSELEY-3000","SNBA","N","NO",286
"287","Plot",413,"5-Jul-16","C","29.4","","L.L.","N","G","N","N","ID-GOOSELEY-4000","SNBA","N","NO",287
"288","Plot",402,"11-Jun-16","C","29.5","Peed","L.L.","N","GY","N","N","ID-GOOSELEY-2000","SNBA","N","NO",288
"289","Plot",121,"25-Apr-16","B","29.6","2.4","L.L.","N","G","N","N","ID-FTOWN-0005","SNBA","N","NO",289
"290","Plot",422,"5-Jul-16","C","29.7","","L.L.","N","G","N","R","ID-982000406255080","SNBA","N","NO",290
"291","Plot",428,"21-Jul-16","C","29.8","","L.L.","N","GY","N","N","ID-GOOSELEY-0014","SNBA","N","NO",291
"292","Plot",49,"9-Jun-16","A","29.9","","L.L.","N","G","N","N","ID-982000406255056","SNBA","N","NO",292
"293","Plot",30,"9-Jun-16","A","30.2","","L.L.","N","G","N","N","ID-982000363614639","SNBA","N","NO",293
"294","Plot",284,"18-Jul-16","B","30.3","","L.L.","N","DY","N","R","ID-982000406563167","SNBA","N","NO",294
"295","Plot",406,"11-Jun-16","C","30.4","Peed","L.L.","N","GY","N","R","ID-GOOSELEY-0002","SNBA","N","NO",295
"296","Plot",432,"21-Jul-16","C","30.6","","L.L.","N","G","N","N","ID-982000406255066","SNBA","N","NO",296
"297","Plot",61,"3-Jul-16","A","30.8","","L.L.","N","G","N","R","ID-982000406255056","SNBA","N","NO",297
"298","Plot",434,"21-Jul-16","C","30.8","","L.L.","N","GY","N","R","ID-982000406255096","SNBA","N","NO",298
"299","Plot",439,"21-Jul-16","C","31.5","","L.L.","N","G","N","R","ID-982000406255080","SNBA","N","NO",299
"300","Plot",438,"21-Jul-16","C","31.6","","L.L.","N","GY","N","N","ID-982000406255054","SNBA","N","NO",300
"301","Plot",195,"24-Jun-16","B","31.8","","L.L.","N","G","N","N","ID-982000406563166","SNBA","N","NO",301
"302","Plot",154,"7-May-16","B","31.9","2.6","L.L.","N","G","N","N","ID-982000406255144","SNBA","N","NO",302
"303","Plot",430,"21-Jul-16","C","31.9","","L.L.","N","G","N","R","ID-982000406255135","SNBA","N","NO",303
"304","Plot",427,"21-Jul-16","C","32","","L.L.","N","GY","N","N","ID-982000406255093","SNBA","N","NO",304
"305","Plot",424,"5-Jul-16","C","32.2","","L","N","G","N","R","ID-982000406255135","SNBA","N","NO",305
"306","Plot",24,"9-Jun-16","A","32.3","","L.L.","N","GY","N","N","ID-982000406255106","SNBA","N","NO",306
"307","Plot",165,"21-May-16","B","32.3","","L.L.","N","GY","N","N","ID-982000406562572","SNBA","N","NO",307
"308","Plot",170,"21-May-16","B","32.3","","L.L.","N","G","N","N","ID-982000406562616","SNBA","N","NO",308
"309","Plot",7,"26-Apr-16","A","32.6","3.5","L.L.","N","G","N","N","ID-982000406255163","SNBA","N","NO",309
"310","Plot",436,"21-Jul-16","C","32.8","","L.L.","N","GY","N","N","ID-982000406255089","SNBA","N","NO",310
"311","Plot",418,"5-Jul-16","C","33","","L.L.","N","GY","N","R","ID-982000406255169","SNBA","N","NO",311
"312","Plot",465,"13-May-16","E","33","6.3","L.L.","N","GY","N","N","ID-982000406562698","SNBA","N","NO",312
"313","Plot",429,"21-Jul-16","C","33.2","","L.L.","N","G","N","R","ID-982000406255169","SNBA","N","NO",313
"314","Plot",117,"25-Apr-16","B","33.9","3.6","L.L.","N","G","N","N","ID-982000406255160","SNBA","N","NO",314
"315","Plot",9,"26-Apr-16","A","34","3.7","L.L.","N","G","N","N","ID-982000406255145","SNBA","N","NO",315
"316","Plot",177,"21-May-16","B","34","","L.L.","N","G","N","N","ID-982000406562876","SNBA","N","NO",316
"317","Plot",289,"18-Jul-16","B","34","","L.L.","N","DY","N","N","ID-982000406255192","SNBA","N","NO",317
"318","Plot",435,"21-Jul-16","C","34","","L.L.","N","GY","N","R","ID-982000406255076","SNBA","N","NO",318
"319","Plot",81,"21-Jul-16","A","34.2","","L.L.","N","G","N","N","ID-982000406255171","SNBA","N","NO",319
"320","Plot",125,"25-Apr-16","B","34.3","4.4","L.L.","N","G","N","N","ID-982000406255137","SNBA","N","NO",320
"321","Plot",174,"21-May-16","B","34.4","","L.L.","N","G","N","N","ID-982000406562826","SNBA","N","NO",321
"322","Plot",119,"25-Apr-16","B","34.5","4.8","L.L.","N","G","N","N","ID-982000406255186","SNBA","N","NO",322
"323","Plot",140,"7-May-16","B","34.5","5.1","L.L.","N","G","N","N","ID-982000406562634","SNBA","N","NO",323
"324","Plot",160,"21-May-16","B","34.8","","L.L.","N","G","N","N","ID-982000406562534","SNBA","N","NO",324
"325","Plot",10,"26-Apr-16","A","34.9","4.1","L.L.","N","GY","N","N","ID-982000406255147","SNBA","N","NO",325
"326","Plot",168,"21-May-16","B","35.1","","L.L.","N","G","N","N","ID-982000406562581","SNBA","N","NO",326
"327","Plot",179,"21-May-16","B","35.1","","L.L.","N","GY","N","N","ID-982000406562830","SNBA","N","NO",327
"328","Plot",285,"18-Jul-16","B","35.1","","L.L.","N","GY","N","R","ID-982000406563134","SNBA","N","NO",328
"329","Plot",40,"9-Jun-16","A","35.2","","L.L.","N","GY","N","R","ID-982000406255147","SNBA","N","NO",329
"330","Plot",263,"6-Jul-16","B","35.3","","L.L.","N","G","N","N","ID-982000406563049","SNBA","N","NO",330
"331","Plot",181,"21-May-16","B","35.4","","L.L.","N","GY","N","R","ID-982000406255180","SNBA","N","NO",331
"332","Plot",163,"21-May-16","B","35.5","","L.L.","N","GY","N","N","ID-982000406562611","SNBA","N","NO",332
"333","Plot",150,"7-May-16","B","35.7","3.9","L.L.","N","GY","N","N","ID-982000406562672","SNBA","N","NO",333
"334","Plot",114,"25-Apr-16","B","35.8","4.4","L.L.","N","G","N","N","ID-982000406255142","SNBA","N","NO",334
"335","Plot",173,"21-May-16","B","35.8","","L.L.","N","G","N","N","ID-982000406562566","SNBA","N","NO",335
"336","Plot",367,"25-Apr-16","C","35.8","4.6","L.L.","N","G","N","N","ID-982000406255203","SNBA","N","NO",336
"337","Plot",162,"21-May-16","B","36","","L.L.","N","GY","N","N","ID-982000406562569","SNBA","N","NO",337
"338","Plot",254,"6-Jul-16","B","36","","L.L.","N","G","N","N","ID-982000406563134","SNBA","N","NO",338
"339","Plot",467,"13-May-16","E","36","8.8","L.L.","N","G","N","N","ID-982000406562644","SNBA","N","NO",339
"340","Plot",463,"13-May-16","E","36.1","8","L.L.","N","GY","N","N","ID-982000406562669","SNBA","N","NO",340
"341","Plot",157,"7-May-16","B","36.4","3.9","L.L.","N","GY","N","N","ID-982000406255180","SNBA","N","NO",341
"342","Plot",259,"6-Jul-16","B","36.5","","L.L.","N","G","N","N","ID-982000406563128","SNBA","N","NO",342
"343","Plot",389,"8-May-16","C","36.5","5.4","L.L.","N","GY","N","N","ID-982000406562645","SNBA","N","NO",343
"344","Plot",471,"13-May-16","E","36.5","7.8","L.L.","N","GY","N","N","ID-982000406562620","SNBA","N","NO",344
"345","Plot",53,"3-Jul-16","A","36.6","","L.L.","N","DY","N","N","ID-982000406563161","SNBA","N","NO",345
"346","Plot",116,"25-Apr-16","B","36.6","5.4","L.L.","N","G","N","N","ID-982000406255117","SNBA","N","NO",346
"347","Plot",229,"6-Jul-16","B","36.6","","L.L.","N","GY","N","N","ID-982000406563062","SNBA","N","NO",347
"348","Plot",5,"26-Apr-16","A","36.7","4.6","L.L.","N","GY","N","N","ID-982000406255126","SNBA","N","NO",348
"349","Plot",39,"9-Jun-16","A","36.7","","L.L.","N","GY","N","R","ID-982000406255145","SNBA","N","NO",349
"350","Plot",212,"24-Jun-16","B","36.7","","L.L.","N","G","N","R","ID-982000406562876","SNBA","N","NO",350
"351","Plot",193,"24-Jun-16","B","36.9","","L.L.","N","GY","N","N","ID-982000406563201","SNBA","N","NO",351
"352","Plot",215,"24-Jun-16","B","36.9","","L.L.","N","G","N","R","ID-982000406562865","SNBA","N","NO",352
"353","Plot",128,"25-Apr-16","B","37","4.6","L.L.","N","G","N","N","ID-982000406255205","SNBA","N","NO",353
"354","Plot",216,"24-Jun-16","B","37","","L.L.","N","G","N","R","ID-982000406562826","SNBA","N","NO",354
"355","Plot",115,"25-Apr-16","B","37.1","5.8","L.L.","N","G","N","N","ID-982000406255125","SNBA","N","NO",355
"356","Plot",139,"7-May-16","B","37.1","4.4","L.L.","N","G","N","N","ID-982000406562681","SNBA","N","NO",356
"357","Plot",180,"21-May-16","B","37.1","","L.L.","N","GY","N","R","ID-982000406562681","SNBA","N","NO",357
"358","Plot",205,"24-Jun-16","B","37.1","","L.L.","N","DY","N","N","ID-982000406563301","SNBA","N","NO",358
"359","Plot",206,"24-Jun-16","B","37.1","","L.L.","N","GY","N","N","ID-982000406563282","SNBA","N","NO",359
"360","Plot",127,"25-Apr-16","B","37.2","6.8","L.L.","N","G","N","N","ID-982000406255204","SNBA","N","NO",360
"361","Plot",388,"8-May-16","C","37.2","4.9","L.L.","N","G","N","N","ID-982000406562631","SNBA","N","NO",361
"362","Plot",280,"18-Jul-16","B","37.3","","L.L.","N","GY","N","R","ID-982000406562611","SNBA","N","NO",362
"363","Plot",79,"21-Jul-16","A","37.4","","L.L.","N","GY","N","N","ID-982000406255189","SNBA","N","NO",363
"364","Plot",143,"7-May-16","B","37.4","4.9","L.L.","N","GY","N","N","ID-982000406562678","SNBA","N","NO",364
"365","Plot",130,"25-Apr-16","B","37.5","6.2","L.L.","N","G","N","N","ID-982000406255193","SNBA","N","NO",365
"366","Plot",182,"21-May-16","B","37.5","","L.L.","N","GY","N","R","ID-982000406562678","SNBA","N","NO",366
"367","Plot",209,"24-Jun-16","B","37.5","","L.L.","N","DY","N","R","ID-982000406255142","SNBA","N","NO",367
"368","Plot",27,"9-Jun-16","A","37.6","","L.L.","N","GY","N","N","ID-982000406562743","SNBA","N","NO",368
"369","Plot",48,"9-Jun-16","A","37.6","","L.L.","N","G","N","N","ID-982000406562592","SNBA","N","NO",369
"370","Plot",230,"6-Jul-16","B","37.6","","L.L.","N","GY","N","N","ID-982000406563030","SNBA","N","NO",370
"371","Plot",15,"22-May-16","A","37.7","","L.L.","N","GY","N","N","ID-982000406562831","SNBA","N","NO",371
"372","Plot",148,"7-May-16","B","37.8","5.4","L.L.","N","GY","N","N","ID-982000406562671","SNBA","N","NO",372
"373","Plot",282,"18-Jul-16","B","37.8","","L.L.","N","GY","N","R","ID-982000406562634","SNBA","N","NO",373
"374","Plot",124,"25-Apr-16","B","37.9","4.8","L.L.","N","G","N","N","ID-982000406255164","SNBA","N","NO",374
"375","Plot",156,"7-May-16","B","37.9","4.8","L.L.","N","GY","N","N","ID-982000406562647","SNBA","N","NO",375
"376","Plot",134,"7-May-16","B","38","6.3","L.L.","N","G","N","N","ID-982000406562666","SNBA","N","NO",376
"377","Plot",178,"21-May-16","B","38","","L.L.","N","G","N","N","ID-982000406562857","SNBA","N","NO",377
"378","Plot",417,"5-Jul-16","C","38","","L.L.","N","GY","N","N","ID-982000406563243","SNBA","N","NO",378
"379","Plot",3,"26-Apr-16","A","38.1","4.9","L.L.","N","G","N","N","ID-982000406255143","SNBA","N","NO",379
"380","Plot",16,"22-May-16","A","38.2","","L.L.","N","G","N","N","ID-982000406562882","SNBA","N","NO",380
"381","Plot",249,"6-Jul-16","B","38.2","","L.L.","N","GY","N","R","ID-982000406562611","SNBA","N","NO",381
"382","Plot",19,"22-May-16","A","38.3","","L.L.","N","GY","N","N","ID-982000406562842","SNBA","N","NO",382
"383","Plot",276,"18-Jul-16","B","38.3","","L.L.","N","GY","N","N","ID-982000406563226","SNBA","N","NO",383
"384","Plot",290,"18-Jul-16","B","38.3","","L.L.","N","G","N","N","ID-982000406255118","SNBA","N","NO",384
"385","Plot",120,"25-Apr-16","B","38.4","5","L.L.","N","G","N","N","ID-982000406255183","SNBA","N","NO",385
"386","Plot",243,"6-Jul-16","B","38.4","","L.L.","N","GY","N","N","ID-982000406563310","SNBA","N","NO",386
"387","Plot",277,"18-Jul-16","B","38.4","","L.L.","N","GY","N","R","ID-982000406562830","SNBA","N","NO",387
"388","Plot",368,"25-Apr-16","C","38.4","6.2","L.L.","N","G","N","N","ID-982000406255194","SNBA","N","NO",388
"389","Plot",204,"24-Jun-16","B","38.5","","L.L.","N","GY","N","N","ID-982000406563167","SNBA","N","NO",389
"390","Plot",245,"6-Jul-16","B","38.5","","L.L.","N","GY","N","N","ID-982000406563114","SNBA","N","NO",390
"391","Plot",4,"26-Apr-16","A","38.6","6","L.L.","N","G","N","N","ID-982000406255121","SNBA","N","NO",391
"392","Plot",232,"6-Jul-16","B","38.6","","L.L.","N","GY","N","N","ID-982000406563045","SNBA","N","NO",392
"393","Plot",149,"7-May-16","B","38.7","8.8","L.L.","N","GY","N","N","ID-982000406562641","SNBA","N","NO",393
"394","Plot",211,"24-Jun-16","B","38.7","","L.L.","N","GY","N","R","ID-982000406562634","SNBA","N","NO",394
"395","Plot",499,"17-Jul-16","E","38.7","","L.L.","N","GY","N","N","ID-982000406563079","SNBA","N","NO",395
"396","Plot",171,"21-May-16","B","38.8","","L.L.","N","GY","N","N","ID-982000406562530","SNBA","N","NO",396
"397","Plot",199,"24-Jun-16","B","38.8","","L.L.","N","DY","N","N","ID-982000406563206","SNBA","N","NO",397
"398","Plot",255,"6-Jul-16","B","38.8","","L.L.","N","GY","N","R","ID-982000406255137","SNBA","N","NO",398
"399","Plot",25,"9-Jun-16","A","38.9","","L.L.","N","G","N","N","ID-982000406562596","SNBA","N","NO",399
"400","Plot",34,"9-Jun-16","A","39","","L.L.","N","GY","N","N","ID-982000406562550","SNBA","N","NO",400
"401","Plot",123,"25-Apr-16","B","39","6.2","L.L.","N","G","N","N","ID-982000406255188","SNBA","N","NO",401
"402","Plot",133,"7-May-16","B","39","5.2","L.L.","FAINT","G","N","N","ID-982000406562865","M","N","NO",402
"403","Plot",153,"7-May-16","B","39","5","L.L.","N","G","N","N","ID-982000406562658","SNBA","N","NO",403
"404","Plot",192,"24-Jun-16","B","39.1","","L.L.","N","GY","N","N","ID-982000406563222","SNBA","N","NO",404
"405","Plot",231,"6-Jul-16","B","39.1","","L.L.","N","GY","N","N","ID-982000406563036","SNBA","N","NO",405
"406","Plot",239,"6-Jul-16","B","39.1","","L.L.","N","G","N","R","ID-982000406562830","SNBA","N","NO",406
"407","Plot",144,"7-May-16","B","39.2","6.9","L.L.","N","GY","N","N","ID-982000406562638","SNBA","N","NO",407
"408","Plot",190,"24-Jun-16","B","39.2","","L.L.","N","G","N","N","ID-982000406563204","SNBA","N","NO",408
"409","Plot",262,"6-Jul-16","B","39.3","","L.L.","N","GY","N","R","ID-982000406562826","SNBA","N","NO",409
"410","Plot",8,"26-Apr-16","A","39.4","6","L.L.","N","G","N","N","ID-982000406255152","SNBA","N","NO",410
"411","Plot",113,"25-Apr-16","B","39.4","5.6","L.L.","N","G","N","N","ID-982000406255139","SNBA","N","NO",411
"412","Plot",198,"24-Jun-16","B","39.4","","L.L.","N","GY","N","N","ID-982000406563129","SNBA","N","NO",412
"413","Plot",38,"9-Jun-16","A","39.5","","L.L.","N","G","N","R","ID-982000406255121","SNBA","N","NO",413
"414","Plot",474,"13-May-16","E","39.5","8.7","L.L.","N","DY","N","N","ID-982000406562597","SNBA","N","NO",414
"415","Plot",36,"9-Jun-16","A","39.6","","L.L.","N","G","N","N","ID-982000406562578","SNBA","N","NO",415
"416","Plot",189,"24-Jun-16","B","39.6","","L.L.","N","GY","N","N","ID-982000406563321","SNBA","N","NO",416
"417","Plot",244,"6-Jul-16","B","39.6","","L.L.","N","DY","N","R","ID-982000406562569","SNBA","N","NO",417
"418","Plot",159,"21-May-16","B","39.7","","L.L.","N","G","N","N","ID-982000406562600","SNBA","N","NO",418
"419","Plot",200,"24-Jun-16","B","39.7","","L.L.","N","G","N","N","ID-982000406563180","SNBA","N","NO",419
"420","Plot",288,"18-Jul-16","B","39.8","","L.L.","N","GY","N","R","ID-982000406563282","SNBA","N","NO",420
"421","Plot",468,"13-May-16","E","39.8","8.7","L.L.","N","GY","N","N","ID-982000406562689","SNBA","N","NO",421
"422","Plot",167,"21-May-16","B","39.9","","L.L.","N","GY","N","N","ID-982000406562589","SNBA","N","NO",422
"423","Plot",248,"6-Jul-16","B","40.1","","L.L.","N","G","N","N","ID-982000406563288","SNBA","N","NO",423
"424","Plot",279,"18-Jul-16","B","40.1","","L.L.","N","GY","N","R","ID-982000406563271","SNBA","N","NO",424
"425","Plot",256,"6-Jul-16","B","40.2","","L.L.","N","G","N","N","ID-982000406563215","SNBA","N","NO",425
"426","Plot",266,"6-Jul-16","B","40.2","","L.L.","N","GY","N","R","ID-982000406563180","SNBA","N","NO",426
"427","Plot",261,"6-Jul-16","B","40.3","","L.L.","N","GY","N","R","ID-982000406255142","SNBA","N","NO",427
"428","Plot",257,"6-Jul-16","B","40.4","","L.L.","N","G","N","R","ID-982000406255117","SNBA","N","NO",428
"429","Plot",207,"24-Jun-16","B","40.5","","L.L.","N","GY","N","N","ID-982000406563183","SNBA","N","NO",429
"430","Plot",242,"6-Jul-16","B","40.5","","L.L.","N","G","N","R","ID-982000406562540","SNBA","N","NO",430
"431","Plot",251,"6-Jul-16","B","40.5","","L.L.","N","GY","N","N","ID-982000406563304","SNBA","N","NO",431
"432","Plot",238,"6-Jul-16","B","40.6","","L.L.","N","G","N","R","ID-982000406563183","SNBA","N","NO",432
"433","Plot",260,"6-Jul-16","B","40.6","","L.L.","N","GY","N","N","ID-982000406563032","SNBA","N","NO",433
"434","Plot",145,"7-May-16","B","40.7","5.4","L.L.","N","GY","N","N","ID-982000406562680","SNBA","N","NO",434
"435","Plot",151,"7-May-16","B","40.7","6.8","L.L.","N","GY","N","N","ID-982000406562650","SNBA","N","NO",435
"436","Plot",420,"5-Jul-16","C","40.7","","L.L.","N","DY","N","R","ID-982000406562645","SNBA","N","NO",436
"437","Plot",235,"6-Jul-16","B","40.9","","L.L.","N","G","N","N","ID-982000406563303","SNBA","N","NO",437
"438","Plot",369,"25-Apr-16","C","40.9","6.8","L.L.","N","G","N","N","ID-982000406255146","SNBA","N","NO",438
